NUTS_CODE;YEAR;MONTH;HDD
UKJ11;2019;11;336.34
UKJ11;2019;12;356.81
UKJ11;2020;1;343.4
UKJ11;2020;2;307.32
UKJ11;2020;3;337.3
UKJ11;2020;4;198.46
UKJ11;2020;5;121.15
UKJ11;2020;6;53.65
UKJ11;2020;7;18.98
UKJ11;2020;8;23.9
UKJ11;2020;9;79.7
UKJ11;2020;10;211.76
UKJ11;2020;11;263.23
UKJ11;2020;12;384.96
UKJ12;2014;1;369.12
UKJ12;2014;2;319.77
UKJ12;2014;3;304.07
UKJ12;2014;4;229.21
UKJ12;2014;5;161.03
UKJ12;2014;6;51.2
UKJ12;2014;7;3.78
UKJ12;2014;8;43.63
UKJ12;2014;9;45.13
UKJ12;2014;10;131.58
UKJ12;2014;11;275.82
UKJ12;2014;12;388.52
UKJ12;2015;1;409.54
UKJ12;2015;2;390.94
UKJ12;2015;3;344.63
UKJ12;2015;4;256.56
UKJ12;2015;5;203.33
UKJ12;2015;6;89.93
UKJ12;2015;7;31.38
UKJ12;2015;8;23.52
UKJ12;2015;9;138.37
UKJ12;2015;10;204.42
UKJ12;2015;11;246.78
UKJ12;2015;12;231.53
UKJ12;2016;1;380.52
UKJ12;2016;2;364.68
UKJ12;2016;3;378.58
UKJ12;2016;4;303.78
UKJ12;2016;5;163.38
UKJ12;2016;6;45.23
UKJ12;2016;7;24.5
UKJ12;2016;8;11.68
UKJ12;2016;9;33.32
UKJ12;2016;10;213.08
UKJ12;2016;11;351.68
UKJ12;2016;12;366.77
UKJ12;2017;1;442.64
UKJ12;2017;2;317.69
UKJ12;2017;3;272.13
UKJ12;2017;4;260.74
UKJ12;2017;5;129.15
UKJ12;2017;6;31.37
UKJ12;2017;7;0
UKJ12;2017;8;36.35
UKJ12;2017;9;107.32
UKJ12;2017;10;142.63
UKJ12;2017;11;323.55
UKJ12;2017;12;400.93
UKJ12;2018;1;388.14
UKJ12;2018;2;419.34
UKJ12;2018;3;392.63
UKJ12;2018;4;225.08
UKJ12;2018;5;133.92
UKJ12;2018;6;42.88
UKJ12;2018;7;0
UKJ12;2018;8;30.18
UKJ12;2018;9;89.01
UKJ12;2018;10;202.96
UKJ12;2018;11;288.65
UKJ12;2018;12;331.93
UKJ12;2019;1;425.88
UKJ12;2019;2;299.51
UKJ12;2019;3;294.02
UKJ12;2019;4;270.04
UKJ12;2019;5;193.49
UKJ12;2019;6;89.35
UKJ12;2019;7;16.44
UKJ12;2019;8;14.35
UKJ12;2019;9;73.21
UKJ12;2019;10;218.63
UKJ12;2019;11;341.07
UKJ12;2019;12;367.07
UKJ12;2020;1;342.11
UKJ12;2020;2;312.08
UKJ12;2020;3;344.88
UKJ12;2020;4;212.79
UKJ12;2020;5;139.51
UKJ12;2020;6;52.8
UKJ12;2020;7;33.48
UKJ12;2020;8;26.9
UKJ12;2020;9;87.41
UKJ12;2020;10;215.23
UKJ12;2020;11;272.09
UKJ12;2020;12;396.26
UKJ13;2014;1;368.92
UKJ13;2014;2;318.02
UKJ13;2014;3;309.25
UKJ13;2014;4;232.45
UKJ13;2014;5;168.02
UKJ13;2014;6;52.69
UKJ13;2014;7;7.59
UKJ13;2014;8;50.65
UKJ13;2014;9;51.62
UKJ13;2014;10;133.56
UKJ13;2014;11;276.46
UKJ13;2014;12;392.36
UKJ13;2015;1;408.92
UKJ13;2015;2;397.21
UKJ13;2015;3;346.96
UKJ13;2015;4;257.54
UKJ13;2015;5;202.76
UKJ13;2015;6;81.07
UKJ13;2015;7;32.68
UKJ13;2015;8;29.11
UKJ13;2015;9;147.94
UKJ13;2015;10;210.12
UKJ13;2015;11;243.42
UKJ13;2015;12;228.66
UKJ13;2016;1;382.34
UKJ13;2016;2;367.41
UKJ13;2016;3;380.29
UKJ13;2016;4;305.86
UKJ13;2016;5;160.42
UKJ13;2016;6;50.13
UKJ13;2016;7;30.72
UKJ13;2016;8;13.98
UKJ13;2016;9;35.32
UKJ13;2016;10;226.27
UKJ13;2016;11;357.79
UKJ13;2016;12;374.77
UKJ13;2017;1;449.69
UKJ13;2017;2;319.83
UKJ13;2017;3;273.28
UKJ13;2017;4;270.17
UKJ13;2017;5;128.69
UKJ13;2017;6;35.1
UKJ13;2017;7;3.5
UKJ13;2017;8;41.71
UKJ13;2017;9;111.97
UKJ13;2017;10;155.3
UKJ13;2017;11;331.83
UKJ13;2017;12;404.15
UKJ13;2018;1;386.53
UKJ13;2018;2;424.64
UKJ13;2018;3;394.41
UKJ13;2018;4;225.51
UKJ13;2018;5;138.68
UKJ13;2018;6;45.97
UKJ13;2018;7;0
UKJ13;2018;8;32.53
UKJ13;2018;9;98.88
UKJ13;2018;10;215.14
UKJ13;2018;11;290.75
UKJ13;2018;12;335.09
UKJ13;2019;1;436.45
UKJ13;2019;2;308.25
UKJ13;2019;3;297.56
UKJ13;2019;4;273.32
UKJ13;2019;5;197.41
UKJ13;2019;6;89.87
UKJ13;2019;7;14.5
UKJ13;2019;8;15.07
UKJ13;2019;9;80.3
UKJ13;2019;10;224.23
UKJ13;2019;11;347.04
UKJ13;2019;12;369.11
UKJ13;2020;1;348.8
UKJ13;2020;2;315.42
UKJ13;2020;3;346.37
UKJ13;2020;4;219.18
UKJ13;2020;5;143.28
UKJ13;2020;6;56.2
UKJ13;2020;7;31.93
UKJ13;2020;8;25.46
UKJ13;2020;9;90.75
UKJ13;2020;10;219.55
UKJ13;2020;11;273.97
UKJ13;2020;12;398.18
UKJ14;2014;1;376.18
UKJ14;2014;2;323.61
UKJ14;2014;3;321.63
UKJ14;2014;4;239.98
UKJ14;2014;5;170.12
UKJ14;2014;6;52.13
UKJ14;2014;7;9.2
UKJ14;2014;8;64.15
UKJ14;2014;9;58.09
UKJ14;2014;10;146.68
UKJ14;2014;11;284.3
UKJ14;2014;12;395.65
UKJ14;2015;1;408.68
UKJ14;2015;2;399.19
UKJ14;2015;3;349.83
UKJ14;2015;4;259.84
UKJ14;2015;5;210.33
UKJ14;2015;6;79.62
UKJ14;2015;7;36.8
UKJ14;2015;8;40.56
UKJ14;2015;9;155.81
UKJ14;2015;10;215.36
UKJ14;2015;11;246.98
UKJ14;2015;12;233.98
UKJ14;2016;1;386.05
UKJ14;2016;2;369.26
UKJ14;2016;3;383.7
UKJ14;2016;4;309.84
UKJ14;2016;5;159.6
UKJ14;2016;6;54.19
UKJ14;2016;7;34.88
UKJ14;2016;8;14.46
UKJ14;2016;9;41.96
UKJ14;2016;10;230.28
UKJ14;2016;11;362.02
UKJ14;2016;12;382.3
UKJ14;2017;1;447.69
UKJ14;2017;2;322.63
UKJ14;2017;3;275.87
UKJ14;2017;4;275.54
UKJ14;2017;5;130.02
UKJ14;2017;6;41.18
UKJ14;2017;7;6.73
UKJ14;2017;8;49.28
UKJ14;2017;9;120.58
UKJ14;2017;10;158.41
UKJ14;2017;11;336.34
UKJ14;2017;12;407.48
UKJ14;2018;1;386.85
UKJ14;2018;2;425.05
UKJ14;2018;3;398.53
UKJ14;2018;4;228.91
UKJ14;2018;5;134.92
UKJ14;2018;6;44.82
UKJ14;2018;7;0
UKJ14;2018;8;35.45
UKJ14;2018;9;108.83
UKJ14;2018;10;220.21
UKJ14;2018;11;293.67
UKJ14;2018;12;335.74
UKJ14;2019;1;439.43
UKJ14;2019;2;317.33
UKJ14;2019;3;299.86
UKJ14;2019;4;275.65
UKJ14;2019;5;200.05
UKJ14;2019;6;97.02
UKJ14;2019;7;14.25
UKJ14;2019;8;20.59
UKJ14;2019;9;86.5
UKJ14;2019;10;230.24
UKJ14;2019;11;348.01
UKJ14;2019;12;373.58
UKJ14;2020;1;350.56
UKJ14;2020;2;317.37
UKJ14;2020;3;344.36
UKJ14;2020;4;216.15
UKJ14;2020;5;140.02
UKJ14;2020;6;57.68
UKJ14;2020;7;30.34
UKJ14;2020;8;27.41
UKJ14;2020;9;92.71
UKJ14;2020;10;221.53
UKJ14;2020;11;275.15
UKJ14;2020;12;396.72
UKJ2;2014;1;346
UKJ2;2014;2;299.46
UKJ2;2014;3;302.88
UKJ2;2014;4;216.09
UKJ2;2014;5;163.72
UKJ2;2014;6;40.36
UKJ2;2014;7;11.54
UKJ2;2014;8;40.07
UKJ2;2014;9;42.16
UKJ2;2014;10;122.42
UKJ2;2014;11;251.78
UKJ2;2014;12;378.71
UKJ2;2015;1;391.75
UKJ2;2015;2;382.43
UKJ2;2015;3;342.37
UKJ2;2015;4;251.08
UKJ2;2015;5;187.1
UKJ2;2015;6;71.34
UKJ2;2015;7;25.97
UKJ2;2015;8;20.87
UKJ2;2015;9;137.15
UKJ2;2015;10;200.85
UKJ2;2015;11;221.69
UKJ2;2015;12;213.74
UKJ2;2016;1;370.96
UKJ2;2016;2;352.34
UKJ2;2016;3;356.02
UKJ2;2016;4;294.7
UKJ2;2016;5;135
UKJ2;2016;6;43.97
UKJ2;2016;7;20.23
UKJ2;2016;8;11.85
UKJ2;2016;9;30.01
UKJ2;2016;10;207.12
UKJ2;2016;11;335.2
UKJ2;2016;12;362.78
UKJ2;2017;1;442.05
UKJ2;2017;2;313.28
UKJ2;2017;3;262.23
UKJ2;2017;4;255.55
UKJ2;2017;5;123.87
UKJ2;2017;6;25.86
UKJ2;2017;7;6.53
UKJ2;2017;8;28.79
UKJ2;2017;9;101.33
UKJ2;2017;10;143.19
UKJ2;2017;11;320.77
UKJ2;2017;12;385.84
UKJ2;2018;1;358.39
UKJ2;2018;2;414.74
UKJ2;2018;3;378.88
UKJ2;2018;4;210.35
UKJ2;2018;5;115.91
UKJ2;2018;6;16.15
UKJ2;2018;7;0
UKJ2;2018;8;28.81
UKJ2;2018;9;100.68
UKJ2;2018;10;191.75
UKJ2;2018;11;279.36
UKJ2;2018;12;325.39
UKJ2;2019;1;427.86
UKJ2;2019;2;312.49
UKJ2;2019;3;287.88
UKJ2;2019;4;246.68
UKJ2;2019;5;182.21
UKJ2;2019;6;81.05
UKJ2;2019;7;5
UKJ2;2019;8;19.1
UKJ2;2019;9;63.77
UKJ2;2019;10;194.47
UKJ2;2019;11;324.59
UKJ2;2019;12;350.02
UKJ2;2020;1;341.84
UKJ2;2020;2;301.88
UKJ2;2020;3;331.7
UKJ2;2020;4;200.86
UKJ2;2020;5;126.29
UKJ2;2020;6;50.32
UKJ2;2020;7;17.51
UKJ2;2020;8;18.23
UKJ2;2020;9;72.44
UKJ2;2020;10;198.94
UKJ2;2020;11;246.05
UKJ2;2020;12;368.77
UKJ21;2014;1;338.7
UKJ21;2014;2;296.55
UKJ21;2014;3;303.45
UKJ21;2014;4;219.1
UKJ21;2014;5;170.95
UKJ21;2014;6;48.45
UKJ21;2014;7;15.05
UKJ21;2014;8;36.3
UKJ21;2014;9;33.7
UKJ21;2014;10;115.8
UKJ21;2014;11;236.65
UKJ21;2014;12;375.9
UKJ21;2015;1;387.75
UKJ21;2015;2;380.95
UKJ21;2015;3;340.9
UKJ21;2015;4;255
UKJ21;2015;5;189.7
UKJ21;2015;6;84.35
UKJ21;2015;7;28.7
UKJ21;2015;8;15.7
UKJ21;2015;9;120.75
UKJ21;2015;10;193.75
UKJ21;2015;11;214.6
UKJ21;2015;12;208.85
UKJ21;2016;1;363
UKJ21;2016;2;343.65
UKJ21;2016;3;349.1
UKJ21;2016;4;288.35
UKJ21;2016;5;133.2
UKJ21;2016;6;52.1
UKJ21;2016;7;24
UKJ21;2016;8;11.55
UKJ21;2016;9;25.15
UKJ21;2016;10;196
UKJ21;2016;11;323
UKJ21;2016;12;346.05
UKJ21;2017;1;427.1
UKJ21;2017;2;308.9
UKJ21;2017;3;261.45
UKJ21;2017;4;252.75
UKJ21;2017;5;120.8
UKJ21;2017;6;30.45
UKJ21;2017;7;3.7
UKJ21;2017;8;28.15
UKJ21;2017;9;88.9
UKJ21;2017;10;135.25
UKJ21;2017;11;311.2
UKJ21;2017;12;380.05
UKJ21;2018;1;350.7
UKJ21;2018;2;406.2
UKJ21;2018;3;374.95
UKJ21;2018;4;211.65
UKJ21;2018;5;112.65
UKJ21;2018;6;11.4
UKJ21;2018;7;0
UKJ21;2018;8;25.6
UKJ21;2018;9;91.25
UKJ21;2018;10;178.2
UKJ21;2018;11;266.2
UKJ21;2018;12;310.05
UKJ21;2019;1;418.9
UKJ21;2019;2;306.35
UKJ21;2019;3;282.05
UKJ21;2019;4;230.7
UKJ21;2019;5;176.25
UKJ21;2019;6;89.55
UKJ21;2019;7;3.7
UKJ21;2019;8;15.45
UKJ21;2019;9;50.45
UKJ21;2019;10;181
UKJ21;2019;11;308.65
UKJ21;2019;12;338.2
UKJ21;2020;1;334.3
UKJ21;2020;2;297.2
UKJ21;2020;3;324.8
UKJ21;2020;4;189.65
UKJ21;2020;5;125.25
UKJ21;2020;6;45.95
UKJ21;2020;7;17.95
UKJ21;2020;8;15
UKJ21;2020;9;62.5
UKJ21;2020;10;185.7
UKJ21;2020;11;233.7
UKJ21;2020;12;362.4
UKJ22;2014;1;343.21
UKJ22;2014;2;299.83
UKJ22;2014;3;299.1
UKJ22;2014;4;210.3
UKJ22;2014;5;162.53
UKJ22;2014;6;41.97
UKJ22;2014;7;14.75
UKJ22;2014;8;34.67
UKJ22;2014;9;37.98
UKJ22;2014;10;121.16
UKJ22;2014;11;242.53
UKJ22;2014;12;377.45
UKJ22;2015;1;393.92
UKJ22;2015;2;379.9
UKJ22;2015;3;341.6
UKJ22;2015;4;250.53
UKJ22;2015;5;190.07
UKJ22;2015;6;79.5
UKJ22;2015;7;24
UKJ22;2015;8;15.05
UKJ22;2015;9;129.12
UKJ22;2015;10;199.01
UKJ22;2015;11;215.67
UKJ22;2015;12;214.29
UKJ22;2016;1;369.38
UKJ22;2016;2;350.41
UKJ22;2016;3;350.58
UKJ22;2016;4;292.63
UKJ22;2016;5;132.82
UKJ22;2016;6;46.58
UKJ22;2016;7;19.38
UKJ22;2016;8;12.03
UKJ22;2016;9;27.37
UKJ22;2016;10;200.75
UKJ22;2016;11;327.61
UKJ22;2016;12;353.49
UKJ22;2017;1;441.42
UKJ22;2017;2;312.26
UKJ22;2017;3;262.96
UKJ22;2017;4;253.98
UKJ22;2017;5;124.59
UKJ22;2017;6;23.67
UKJ22;2017;7;3.65
UKJ22;2017;8;23.79
UKJ22;2017;9;95.94
UKJ22;2017;10;138.47
UKJ22;2017;11;318.18
UKJ22;2017;12;384.3
UKJ22;2018;1;357.23
UKJ22;2018;2;414.93
UKJ22;2018;3;376.59
UKJ22;2018;4;204.08
UKJ22;2018;5;113.34
UKJ22;2018;6;16.46
UKJ22;2018;7;0
UKJ22;2018;8;27.33
UKJ22;2018;9;93.82
UKJ22;2018;10;177.53
UKJ22;2018;11;276.39
UKJ22;2018;12;322.96
UKJ22;2019;1;424.6
UKJ22;2019;2;310.36
UKJ22;2019;3;286.53
UKJ22;2019;4;237.28
UKJ22;2019;5;179.18
UKJ22;2019;6;76.49
UKJ22;2019;7;4.66
UKJ22;2019;8;21.48
UKJ22;2019;9;58.32
UKJ22;2019;10;188.64
UKJ22;2019;11;317.56
UKJ22;2019;12;346.99
UKJ22;2020;1;340.09
UKJ22;2020;2;300.62
UKJ22;2020;3;327.4
UKJ22;2020;4;195.15
UKJ22;2020;5;126.29
UKJ22;2020;6;52.85
UKJ22;2020;7;12.01
UKJ22;2020;8;13.53
UKJ22;2020;9;66.08
UKJ22;2020;10;193.11
UKJ22;2020;11;236.62
UKJ22;2020;12;364.27
UKJ25;2014;1;352.08
UKJ25;2014;2;302.06
UKJ25;2014;3;304.04
UKJ25;2014;4;219.57
UKJ25;2014;5;159.88
UKJ25;2014;6;34.28
UKJ25;2014;7;10.35
UKJ25;2014;8;47.45
UKJ25;2014;9;46.65
UKJ25;2014;10;126.83
UKJ25;2014;11;264.05
UKJ25;2014;12;383.94
UKJ25;2015;1;396.77
UKJ25;2015;2;385.82
UKJ25;2015;3;339.69
UKJ25;2015;4;246.46
UKJ25;2015;5;182.79
UKJ25;2015;6;61.22
UKJ25;2015;7;24.8
UKJ25;2015;8;24.52
UKJ25;2015;9;144.23
UKJ25;2015;10;202.95
UKJ25;2015;11;229.4
UKJ25;2015;12;216.3
UKJ25;2016;1;376.5
UKJ25;2016;2;356.54
UKJ25;2016;3;363.12
UKJ25;2016;4;294.22
UKJ25;2016;5;135.95
UKJ25;2016;6;42.39
UKJ25;2016;7;20.63
UKJ25;2016;8;12.32
UKJ25;2016;9;32.68
UKJ25;2016;10;217.53
UKJ25;2016;11;347.09
UKJ25;2016;12;372.5
UKJ25;2017;1;448.61
UKJ25;2017;2;314.88
UKJ25;2017;3;258.37
UKJ25;2017;4;256.82
UKJ25;2017;5;119.79
UKJ25;2017;6;24.59
UKJ25;2017;7;7.15
UKJ25;2017;8;31.76
UKJ25;2017;9;106.91
UKJ25;2017;10;147.67
UKJ25;2017;11;327.08
UKJ25;2017;12;390.75
UKJ25;2018;1;363.52
UKJ25;2018;2;417.05
UKJ25;2018;3;381.22
UKJ25;2018;4;209.86
UKJ25;2018;5;114.99
UKJ25;2018;6;17.36
UKJ25;2018;7;0
UKJ25;2018;8;30.1
UKJ25;2018;9;103.71
UKJ25;2018;10;201.34
UKJ25;2018;11;285.91
UKJ25;2018;12;331.86
UKJ25;2019;1;430.77
UKJ25;2019;2;311.89
UKJ25;2019;3;288.26
UKJ25;2019;4;256.75
UKJ25;2019;5;185.16
UKJ25;2019;6;78.12
UKJ25;2019;7;5.18
UKJ25;2019;8;16.41
UKJ25;2019;9;68.33
UKJ25;2019;10;203.91
UKJ25;2019;11;336.7
UKJ25;2019;12;356.64
UKJ25;2020;1;345.89
UKJ25;2020;2;304.32
UKJ25;2020;3;335.91
UKJ25;2020;4;207.31
UKJ25;2020;5;124.68
UKJ25;2020;6;49.6
UKJ25;2020;7;21.56
UKJ25;2020;8;23.54
UKJ25;2020;9;81.15
UKJ25;2020;10;210.47
UKJ25;2020;11;260.54
UKJ25;2020;12;378.88
UKJ26;2014;1;351.76
UKJ26;2014;2;303.76
UKJ26;2014;3;303.47
UKJ26;2014;4;212.66
UKJ26;2014;5;156.29
UKJ26;2014;6;38.66
UKJ26;2014;7;7.89
UKJ26;2014;8;39.2
UKJ26;2014;9;44.76
UKJ26;2014;10;129.13
UKJ26;2014;11;260.62
UKJ26;2014;12;382.44
UKJ26;2015;1;396.9
UKJ26;2015;2;384.65
UKJ26;2015;3;347.35
UKJ26;2015;4;250.05
UKJ26;2015;5;183.38
UKJ26;2015;6;67.59
UKJ26;2015;7;23.77
UKJ26;2015;8;24.22
UKJ26;2015;9;147.24
UKJ26;2015;10;205.65
UKJ26;2015;11;229.62
UKJ26;2015;12;220.06
UKJ26;2016;1;377.76
UKJ26;2016;2;359.61
UKJ26;2016;3;361.99
UKJ26;2016;4;299.04
UKJ26;2016;5;133.52
UKJ26;2016;6;39.96
UKJ26;2016;7;18.09
UKJ26;2016;8;11.12
UKJ26;2016;9;32.33
UKJ26;2016;10;210.9
UKJ26;2016;11;343.12
UKJ26;2016;12;372.29
UKJ26;2017;1;450.92
UKJ26;2017;2;315.42
UKJ26;2017;3;261.67
UKJ26;2017;4;253.04
UKJ26;2017;5;121.75
UKJ26;2017;6;20.77
UKJ26;2017;7;7.78
UKJ26;2017;8;26.2
UKJ26;2017;9;109.43
UKJ26;2017;10;144.41
UKJ26;2017;11;325.41
UKJ26;2017;12;388.26
UKJ26;2018;1;362.51
UKJ26;2018;2;419.56
UKJ26;2018;3;381.33
UKJ26;2018;4;207.18
UKJ26;2018;5;112.75
UKJ26;2018;6;13.11
UKJ26;2018;7;0
UKJ26;2018;8;30.87
UKJ26;2018;9;100.97
UKJ26;2018;10;197.27
UKJ26;2018;11;288.25
UKJ26;2018;12;335.46
UKJ26;2019;1;433.71
UKJ26;2019;2;315.95
UKJ26;2019;3;290.56
UKJ26;2019;4;254.91
UKJ26;2019;5;180.87
UKJ26;2019;6;79.79
UKJ26;2019;7;3.59
UKJ26;2019;8;18.52
UKJ26;2019;9;72.07
UKJ26;2019;10;204.56
UKJ26;2019;11;334.18
UKJ26;2019;12;358.02
UKJ26;2020;1;343.44
UKJ26;2020;2;303.25
UKJ26;2020;3;331.77
UKJ26;2020;4;193.88
UKJ26;2020;5;115.58
UKJ26;2020;6;47.45
UKJ26;2020;7;13.55
UKJ26;2020;8;18.53
UKJ26;2020;9;73.91
UKJ26;2020;10;206.55
UKJ26;2020;11;252.35
UKJ26;2020;12;369.26
UKJ27;2014;1;341.59
UKJ27;2014;2;294.36
UKJ27;2014;3;304.45
UKJ27;2014;4;222.26
UKJ27;2014;5;172.16
UKJ27;2014;6;41.32
UKJ27;2014;7;11.12
UKJ27;2014;8;41.63
UKJ27;2014;9;39.85
UKJ27;2014;10;114.87
UKJ27;2014;11;248.23
UKJ27;2014;12;372.97
UKJ27;2015;1;382.16
UKJ27;2015;2;380.15
UKJ27;2015;3;339.73
UKJ27;2015;4;252.49
UKJ27;2015;5;188.09
UKJ27;2015;6;70.27
UKJ27;2015;7;29.9
UKJ27;2015;8;23.68
UKJ27;2015;9;131.06
UKJ27;2015;10;196.23
UKJ27;2015;11;217.74
UKJ27;2015;12;207.14
UKJ27;2016;1;363.33
UKJ27;2016;2;345.52
UKJ27;2016;3;351.99
UKJ27;2016;4;292.73
UKJ27;2016;5;137.11
UKJ27;2016;6;41.69
UKJ27;2016;7;21.41
UKJ27;2016;8;11.55
UKJ27;2016;9;27.83
UKJ27;2016;10;203.41
UKJ27;2016;11;329.65
UKJ27;2016;12;358.64
UKJ27;2017;1;430.44
UKJ27;2017;2;311.58
UKJ27;2017;3;263.03
UKJ27;2017;4;257.3
UKJ27;2017;5;126.7
UKJ27;2017;6;31.95
UKJ27;2017;7;8.53
UKJ27;2017;8;34.69
UKJ27;2017;9;96.48
UKJ27;2017;10;143.49
UKJ27;2017;11;315.72
UKJ27;2017;12;382.31
UKJ27;2018;1;353.56
UKJ27;2018;2;408.37
UKJ27;2018;3;378.83
UKJ27;2018;4;221.11
UKJ27;2018;5;121.66
UKJ27;2018;6;18.58
UKJ27;2018;7;0
UKJ27;2018;8;28.44
UKJ27;2018;9;103.73
UKJ27;2018;10;198.47
UKJ27;2018;11;272.11
UKJ27;2018;12;316.11
UKJ27;2019;1;424.63
UKJ27;2019;2;312.3
UKJ27;2019;3;287.64
UKJ27;2019;4;244.66
UKJ27;2019;5;183.81
UKJ27;2019;6;87.17
UKJ27;2019;7;6.97
UKJ27;2019;8;16.73
UKJ27;2019;9;61.51
UKJ27;2019;10;188.17
UKJ27;2019;11;318.29
UKJ27;2019;12;344.42
UKJ27;2020;1;341.63
UKJ27;2020;2;301.18
UKJ27;2020;3;333.8
UKJ27;2020;4;208.48
UKJ27;2020;5;134.02
UKJ27;2020;6;50.31
UKJ27;2020;7;23.38
UKJ27;2020;8;20.27
UKJ27;2020;9;73.73
UKJ27;2020;10;193.86
UKJ27;2020;11;243.01
UKJ27;2020;12;368.5
UKJ28;2014;1;346.28
UKJ28;2014;2;299.1
UKJ28;2014;3;306.42
UKJ28;2014;4;218.09
UKJ28;2014;5;164.93
UKJ28;2014;6;43.37
UKJ28;2014;7;9.66
UKJ28;2014;8;41.3
UKJ28;2014;9;46.75
UKJ28;2014;10;124.62
UKJ28;2014;11;254.86
UKJ28;2014;12;379.73
UKJ28;2015;1;390.14
UKJ28;2015;2;384.7
UKJ28;2015;3;346.42
UKJ28;2015;4;255.9
UKJ28;2015;5;187.57
UKJ28;2015;6;69.87
UKJ28;2015;7;27.65
UKJ28;2015;8;22.46
UKJ28;2015;9;145.9
UKJ28;2015;10;204.64
UKJ28;2015;11;224.11
UKJ28;2015;12;213.56
UKJ28;2016;1;372.69
UKJ28;2016;2;354.94
UKJ28;2016;3;359.53
UKJ28;2016;4;298.9
UKJ28;2016;5;136.81
UKJ28;2016;6;45.71
UKJ28;2016;7;21.21
UKJ28;2016;8;11.91
UKJ28;2016;9;33.39
UKJ28;2016;10;210.34
UKJ28;2016;11;338.4
UKJ28;2016;12;369.09
UKJ28;2017;1;444.73
UKJ28;2017;2;314.29
UKJ28;2017;3;264.6
UKJ28;2017;4;257.17
UKJ28;2017;5;125.48
UKJ28;2017;6;27.46
UKJ28;2017;7;8.23
UKJ28;2017;8;29.88
UKJ28;2017;9;106.33
UKJ28;2017;10;146.67
UKJ28;2017;11;322.24
UKJ28;2017;12;386.29
UKJ28;2018;1;358.38
UKJ28;2018;2;416.7
UKJ28;2018;3;379.24
UKJ28;2018;4;212.12
UKJ28;2018;5;117.52
UKJ28;2018;6;13.99
UKJ28;2018;7;0
UKJ28;2018;8;29.38
UKJ28;2018;9;107.35
UKJ28;2018;10;197.2
UKJ28;2018;11;281.08
UKJ28;2018;12;327.91
UKJ28;2019;1;431.2
UKJ28;2019;2;315.42
UKJ28;2019;3;288.86
UKJ28;2019;4;251.2
UKJ28;2019;5;184.31
UKJ28;2019;6;85.75
UKJ28;2019;7;4.22
UKJ28;2019;8;21.13
UKJ28;2019;9;66.88
UKJ28;2019;10;196.4
UKJ28;2019;11;326.46
UKJ28;2019;12;350.33
UKJ28;2020;1;340.46
UKJ28;2020;2;301.83
UKJ28;2020;3;333.25
UKJ28;2020;4;201.64
UKJ28;2020;5;126.8
UKJ28;2020;6;48.84
UKJ28;2020;7;19.3
UKJ28;2020;8;18.9
UKJ28;2020;9;73.2
UKJ28;2020;10;198.97
UKJ28;2020;11;248.06
UKJ28;2020;12;366.71
UKJ3;2014;1;352.99
UKJ3;2014;2;306.91
UKJ3;2014;3;309.7
UKJ3;2014;4;230.44
UKJ3;2014;5;171.05
UKJ3;2014;6;34.02
UKJ3;2014;7;6.24
UKJ3;2014;8;46.92
UKJ3;2014;9;38.81
UKJ3;2014;10;126.26
UKJ3;2014;11;261.98
UKJ3;2014;12;376.57
UKJ3;2015;1;385.14
UKJ3;2015;2;384.3
UKJ3;2015;3;344.2
UKJ3;2015;4;249.71
UKJ3;2015;5;195.33
UKJ3;2015;6;64.28
UKJ3;2015;7;30.1
UKJ3;2015;8;31.29
UKJ3;2015;9;138.2
UKJ3;2015;10;201.24
UKJ3;2015;11;227.52
UKJ3;2015;12;214.38
UKJ3;2016;1;368.76
UKJ3;2016;2;354.01
UKJ3;2016;3;362.22
UKJ3;2016;4;299.49
UKJ3;2016;5;149.03
UKJ3;2016;6;51.49
UKJ3;2016;7;29.05
UKJ3;2016;8;12.63
UKJ3;2016;9;38.35
UKJ3;2016;10;213.81
UKJ3;2016;11;339.15
UKJ3;2016;12;360.11
UKJ3;2017;1;430.65
UKJ3;2017;2;317.58
UKJ3;2017;3;271.55
UKJ3;2017;4;264.44
UKJ3;2017;5;129.82
UKJ3;2017;6;34.35
UKJ3;2017;7;11.84
UKJ3;2017;8;37.17
UKJ3;2017;9;106.89
UKJ3;2017;10;149.34
UKJ3;2017;11;318.43
UKJ3;2017;12;385.75
UKJ3;2018;1;361.94
UKJ3;2018;2;412.72
UKJ3;2018;3;388.75
UKJ3;2018;4;223.02
UKJ3;2018;5;123.79
UKJ3;2018;6;25.49
UKJ3;2018;7;0
UKJ3;2018;8;30.37
UKJ3;2018;9;102.42
UKJ3;2018;10;205.73
UKJ3;2018;11;280.43
UKJ3;2018;12;318.05
UKJ3;2019;1;426.26
UKJ3;2019;2;314.06
UKJ3;2019;3;293.65
UKJ3;2019;4;249.2
UKJ3;2019;5;187.43
UKJ3;2019;6;90.32
UKJ3;2019;7;4.49
UKJ3;2019;8;15.52
UKJ3;2019;9;67.73
UKJ3;2019;10;201.39
UKJ3;2019;11;324.56
UKJ3;2019;12;348.7
UKJ3;2020;1;341.88
UKJ3;2020;2;301.92
UKJ3;2020;3;332.38
UKJ3;2020;4;201.58
UKJ3;2020;5;128.97
UKJ3;2020;6;55.01
UKJ3;2020;7;17.58
UKJ3;2020;8;22.28
